id,preco
13518783164498355150900635905895481162,61448.60088277604
299896161723793383246777788797566040330,67320.27214392537
316180649972302128246133616457018378621,222238.2394083492
222527157104148385909188217274642813298,87744.84369509954
160460343059850745858546502614838368036,99877.09573431591
262727202368986244371977784343233436999,61871.53562879123
254093764205800086330999281077926851120,130815.09166175434
26118184613036116787803832945215674478,225711.65019045267
216524630140335566712794225427064313,251691.08538077265
185631381169816366226494379020452029389,231551.4769932432
193325654448132563278364141820152041311,172814.20363209624
238917637717691361625086479663492481749,116279.48357698375
55430829679256880238551444522175018156,105790.18497075883
215317645068876070368783807654911699750,231551.4769932432
81597227204971961501733390453078413740,210482.76011908878
144896666825908872755051834814298387194,60131.92295073721
184599608599423525451999366981389806783,271111.2564864288
332523842755767369964829329030378044388,127091.12665280934
115343777354602647202140618045743635008,214047.68464426787
20757170217235469489036110086071917277,90414.6860976647
185526399598537813925895625787601650168,100815.99470961209
60658042813489826886245400795986219027,99877.09573431591
252469656136469704862465423825396909961,267362.07288840873
144289133420257677937750963126363910239,69497.7104913842
286704706212186527658783613441315754259,128826.53747779617
104788498292328609834480593297039083847,60209.13692731994
83091551517048057678460117003997132666,236873.34297812823
253819240599250454081144283787356606601,74663.12295222431
47552100267769170589122325402191982347,151175.0296961899
143932540867090135955180920741784357244,166920.97955936927
196345985565471044954698780677909306202,166248.58393999538
244792708737468723430839923035345593106,71610.96692535933
84589940414664494482357035061818012137,90414.6860976647
272199586960887794853261858460695880945,109643.00964991837
49959439507026713714422386346459644032,70552.52978699117
281026519311657672970881937258693325762,128329.8655393979
93074564150014753673961081882123830374,178379.10339733397
26728401390792884431172378844166640182,447094.1862245334
188211565885838356078706489204052877949,69137.32839474999
72487946181948797581370306862646034491,100543.05678047665
228864048115975611203958077134700148633,128826.53747779617
112454259487642510247400972640243226784,168386.85604312617
222663295482952330188872827964862490542,77003.24968478449
174300102534868734265445704595501072047,81810.11901433367
65616068149477861830943576277231644996,179645.21272449562
12512429268260634755522419284910697215,566463.0825486012
336344009530167442733355949279054127993,38052.14398906828
79522286518792634854353998912967788405,63425.65225435501
82689802293775881487902613650793199776,151175.0296961899
145087209205382180995284342956932775590,94932.70099272853
148379644220249469735831915363404593938,61985.15998851998
81783415914068556337040372580510327746,99980.89507278982
17392005129747944984443660408573750669,73409.93924822367
221003909581330971303914733428302885356,189797.22919566708
32270994133870633595828638411924379558,127091.12665280934
44743423162474884539743903954385097896,130599.16741988863
256739781367016694034266877805520625472,226249.71927466593
102069821313289958956134954896763391138,157890.0982737869
295239204594155572903470420706758961711,75748.17999469636
217043924033496343963491521400562422856,104204.03289486792
230630223901851276472648163541398202700,73409.93924822367
228794583325189840821498523768389390979,61106.934132269664
226883211751919793077312253417502568887,127091.12665280934
178727794896076301413017290746899811351,61602.515294938334
233324434070255280697734700180958891999,122559.5641038127
120196782885257163651164953359063822616,58801.55518831807
307587965035124177469706843302286678852,62698.37595109109
147918433942232310306879997092064646229,61985.15998851998
322862357217576382174561616320866894896,151360.62599703326
239523402888574028389406143855331971634,450358.833031856
113509983214540261664688743850173663995,75706.61069821993
109891169875096641331353504149265117244,189797.22919566708
14047284765259674200352849951505593080,122294.03232553318
185048785858081984334746723407963750558,122333.51034241327
233408161489868303803711823496315975517,28536.035426524944
271868823659695867806389462405507434039,133284.97625885688
234266752075173490649523075655294035700,83620.43183830977
135193714861901808768224625797727405125,75748.17999469636
65383514239248595231552479759479421653,127091.12665280934
763500554236946546082152173974002095,70552.52978699117
263071556455718053803505933844459615897,121893.53652345676
251187863725990533753089128740859478739,50682.35389929818
254288424794027625207128200628830798586,300541.71319367946
286319605986498380547161295324785273852,142972.6907123624
18156444762146185587945140921021289232,108325.88672667628
132399590521100913284690334248594447552,67320.27214392537
103484450878268999171337512911053865440,353658.05208378495
3912270241651523146374566983699340012,284069.487605601
289442719100949424990356122406061188257,65437.23787949396
78107569099680024366542029001316825040,90414.6860976647
35630579392702895703343792092821020757,127091.12665280934
180495442974534219664033650975071179678,108075.18159691714
310808003231123687601982759789167595573,96671.09686566111
281412885789869246852489114984059535931,96671.09686566111
115834922999693545296191213987693964898,105790.18497075883
5731801982113473737231393645963779999,105790.18497075883
256716164818036322373140286568690396129,157912.90720270498
287091925155434474451326927701130603179,140607.67113676853
34260218896401614964439670738816901101,75706.61069821993
129711525134942617432200032446355408594,73409.93924822367
63813447393601008165654825811986411111,59002.45048926972
233957718806307342910872106898233148735,127091.12665280934
138508589382193076883186189654019084427,121893.53652345676
171762617476835661595108367117122969376,82252.10942093823
7122736344425113322294078330615663312,50339.64167981491
32931879047335602142815671990698948947,76807.43081802208
230483121396274655509988841957998046697,123598.49665213883
315766672381283490639653109260892751611,247985.24208089616
301104161774368724925476221283740970391,47983.32056937178
227510606246395701960366267332503216714,63104.540677559606
228659121972304442863099815886729581779,106649.41900111704
68086809059173658965599732460689150208,188031.48323718781
169041392389609942283143480484429958744,56838.385381116444
149581053128777628511664656027161538796,84641.98013495689
66252420228989686258481184814476626799,299355.08091670723
262859967351480229982146627310415934358,127091.12665280934
317829998963593347122303395131613360494,106353.1472783808
24887841704125448157191892411715521315,199854.95881273414
230199425899098091542244974035896211783,87135.30105709577
74011957647759301081569160773746930781,354628.51793560636
144733803448319336946178686862337261379,109456.07815909847
142405383752199423425786993458884627343,99877.09573431591
173324636074769296529189625730653285809,83620.43183830977
155561347177954121142041908188975524664,130815.09166175434
86026435063413102427450773798842306387,121906.74136062313
229257356284378921190587377871031567334,44090.33144453303
249214025842220849314985638373204146912,63543.3004342935
83473208885390680674963932777363338591,127091.12665280934
180580369832354477560560602690825188300,78280.3764303958
259490022068441742630539072459542535148,114210.9206244438
120796267956232721185119513957760631683,367074.77406633366
241430542672617103205615601633306372934,308088.4538143944
53091847780640456849632756954612576434,79877.80224053672
171977066567630375608946040261692762526,151130.2709479693
201914625874463660453645362442088079106,131017.9435214506
84059384063449374632880341259583908854,131017.9435214506
328387208591072585760315241990965355447,272268.05758058775
17154426494022331794126934878064958948,182614.58809290626
192000139416378047888346422176422040661,78280.3764303958
180081646479210699334128198669796160399,237095.6341367226
253986101323166575416961447245174692901,76374.19284016332
82036269311688064017582673374303244526,151011.190137469
333919908274208141229966147873771212013,131017.9435214506
313704772228414954684896419439906454998,106789.7786202619
215781134391040786413193932814799270790,73409.93924822367
323576127340260635108064420738794619615,166920.97955936927
21266736316299428255003871822385501006,58368.76455176362
186277892327196401769009247007141845185,287817.6205730263
118653739393882803347822121960128540090,83620.43183830977
178402222675267324741137977644713188119,205325.31625543465
14111625130403982018582213981963028060,251691.08538077265
325687469192316037825715120219693138391,157890.0982737869
338873463459304189674358773507615464140,78842.11962949474
245440709240117885881946071499467553000,131017.9435214506
3992284778362807624983933766586748960,101114.4809152302
177917688273646190120585781998870609412,121021.47537579759
307183333739200840624177841605072041043,128647.75477093298
335470794133402209198153397416379022899,131017.9435214506
203204241445015520264242319199812317633,83620.43183830977
134385257647410245621873088337082618012,107479.89253541628
6540687257921476537365937337199234069,156157.33248014314
203239807831030319375520809440266391745,73409.93924822367
39376528018535015868934510381824165952,385655.59507682815
333342898325227485720191018314201595565,157890.0982737869
216088076765437530118227326459456970218,85628.88715551437
294256168413360318515649740566516009388,105892.27619432409
249324748703273289890304775287749567094,130815.09166175434
227934818343215729770705513085856574374,88147.38712811994
157501721120159053919391416852016284295,145252.80589298316
297125857657343693187052534926914461136,75748.17999469636
87136029063634093621956857943240285302,88680.87162485818
199891203388386369979675076525848750178,73567.5990700086
102123055616796056444516517520597098387,105790.18497075883
237512146312820589708317540195709404676,130815.09166175434
30984280450885534059052913279584065254,115430.06581838592
126374200467604593804720277004278327103,85585.17059604362
317466905352534178610659571519473694514,279759.88525637926
52865229602472061804485324233666817912,156070.31680366772
86984224502002234419916772572194051581,128826.53747779617
114416682475133609697441993429731470073,42387.66712572495
49500288896238366923661810598993127844,135172.77178408732
15465172849640768327142827133509494439,140679.0345164232
307334256328869249308029400432335737804,111353.71445164699
228144239113577275448986710580982616029,151011.190137469
287139027642678210570007827534054265052,277838.17005204863
89914442558408418710315807541943703503,204667.2703540824
157724668439282941424079171387574257679,127091.12665280934
210560980823314089239746782467786021918,130815.09166175434
9533463295747584642161614887871041149,101831.35083194026
36155487406786930325759004510880817087,131017.9435214506
234127326236134497876685668798607764717,109569.13371318889
280305492068078804619353598740914253066,96671.09686566111
206680675239217462017215069720218496509,44955.97629135828
338819821210509135508780606674721178321,139611.29890714708
204709679839831821149432932813402540678,234794.7583522776
90875432458421346470025553495778630510,242613.3450230186
275475573967873268188137718480930488822,233143.9815971018
135798733167447402777119122060701579452,63062.96303212894
16467710364998450246536251528420949308,71630.74175785675
154737869680607241704521619955620605087,228627.07906102994
275775611271881132098534927222118097805,32595.994975248446
60452051161648408770616607730997043495,93335.00337943267
55573982790391311975887758207573440948,121893.53652345676
253718454255114896228371873750181818324,61954.48570821106
314064790115053828119555179443554195527,152991.5582996788
189570492320793832454485868809143337405,178379.10339733397
23825261604921702409641748375342950297,205499.93998825326
202301262511978571352794896695666151810,118053.44418216251
104239568090079872488280748074678202013,274393.8849727494
118155484109908082546418446225943368418,279759.88525637926
255279298803366738058226980815231053100,121911.60408312669
205713080891740291665828451730565250400,86053.82562992134
271567936429803209749917402080660109484,135122.74222830834
83500313040262972087502975096864972395,279493.5061101149
199825580750147224320742424928048221511,127091.12665280934
35503660709160520879029443480036147850,181496.89212850854
136744533749502088151319862288356809373,61985.15998851998
14646148787543855550889731877407837757,388374.8733083032
175456875639756620367724513315924621300,81696.6156754675
171887264709983159676256955690666649895,76434.68553277403
5575201071375003157687971982995539245,266939.89558337705
11124399571277862461246801293141325136,564073.9414954371
278012921215945326618316328031414262851,303043.36280588544
